forum,title,authors,authorids,keywords,abstract,pdf,match,venue,year,type
https://openreview.net/forum?id=zxO4WuVGns,{'value': 'Inverse decision-making using neural amortized Bayesian actors'},Dominik Straub; Tobias F. Niehues; Jan Peters; Constantin A. Rothkopf,~Dominik_Straub1; ~Tobias_F._Niehues1; ~Jan_Peters3; ~Constantin_A._Rothkopf1,"{'value': ['Bayesian actor models', 'perception and action', 'cognitive science', 'Bayesian inference', 'inverse modeling']}","{'value': ""Bayesian observer and actor models have provided normative explanations for many behavioral phenomena in perception, sensorimotor control, and other areas of cognitive science and neuroscience. They attribute behavioral variability and biases to interpretable entities such as perceptual and motor uncertainty, prior beliefs, and behavioral costs. However, when extending these models to more naturalistic tasks with continuous actions, solving the Bayesian decision-making problem is often analytically intractable. Inverse decision-making, i.e. performing inference over the parameters of such models given behavioral data, is computationally even more difficult. Therefore, researchers typically constrain their models to easily tractable components, such as Gaussian distributions or quadratic cost functions, or resort to numerical approximations. To overcome these limitations, we amortize the Bayesian actor using a neural network trained on a wide range of parameter settings in an unsupervised fashion. Using the pre-trained neural network enables performing efficient gradient-based Bayesian inference of the Bayesian actor model's parameters. We show on synthetic data that the inferred posterior distributions are in close alignment with those obtained using analytical solutions where they exist. Where no analytical solution is available, we recover posterior distributions close to the ground truth. We then show how our method allows for principled model comparison and how it can be used to disentangle factors that may lead to unidentifiabilities between priors and costs. Finally, we apply our method to empirical data from three sensorimotor tasks and compare model fits with different cost functions to show that it can explain individuals' behavioral patterns.""}",https://openreview.net{'value': '/pdf/0046d112b652872ab73840e86afeae102f289d1c.pdf'},{'abstract_filter': 'Synthetic'},ICLR.cc,2025,Conference
https://openreview.net/forum?id=zpDGwcmMV4,"{'value': 'Physics of Language Models: Part 2.2, How to Learn From Mistakes on Grade-School Math Problems'}",Tian Ye; Zicheng Xu; Yuanzhi Li; Zeyuan Allen-Zhu,~Tian_Ye2; ~Zicheng_Xu1; ~Yuanzhi_Li1; ~Zeyuan_Allen-Zhu1,"{'value': ['pretraining', 'language model', 'error correction', 'error detection']}","{'value': 'Language models have demonstrated remarkable performance in solving reasoning tasks; however, even the strongest models still occasionally make reasoning mistakes. Recently, there has been active research aimed at improving reasoning accuracy, particularly by using pretrained language models to ""self-correct\'\' their mistakes via multi-round prompting. In this paper, we follow this line of work but focus on understanding the usefulness of incorporating ``error-correction\'\' data directly into the pretraining stage. This data consists of erroneous solution steps immediately followed by their corrections. Using a synthetic math dataset, we show promising results: this type of pretrain data can help language models achieve higher reasoning accuracy directly (i.e., through simple auto-regression, without multi-round prompting) compared to pretraining on the same amount of error-free data. We also delve into many details, such as (1) how this approach differs from beam search, (2) how such data can be prepared, (3) whether masking is needed on the erroneous tokens, (4) the amount of error required, (5) whether such data can be deferred to the fine-tuning stage, and many others.'}",https://openreview.net{'value': '/pdf/f32bd8e22a2d6399f178aef058260798753fbe48.pdf'},{'abstract_filter': 'Synthetic'},ICLR.cc,2025,Conference
https://openreview.net/forum?id=zl0HLZOJC9,{'value': 'Probabilistic Learning to Defer: Handling Missing Expert Annotations and Controlling Workload Distribution'},Cuong C. Nguyen; Thanh-Toan Do; Gustavo Carneiro,~Cuong_C._Nguyen1; ~Thanh-Toan_Do4; ~Gustavo_Carneiro1,"{'value': ['learning to defer', 'expectation - maximisation']}","{'value': ""Recent progress in machine learning research is gradually shifting its focus towards *human-AI cooperation* due to the advantages of exploiting the reliability of human experts and the efficiency of AI models. One of the promising approaches in human-AI cooperation is *learning to defer* (L2D), where the system analyses the input data and decides to make its own decision or defer to human experts. Although L2D has demonstrated state-of-the-art performance, in its standard setting, L2D entails a severe limitation: all human experts must annotate the whole training dataset of interest, resulting in a time-consuming and expensive annotation process that can subsequently influence the size and diversity of the training set. Moreover, the current L2D does not have a principled way to control workload distribution among human experts and the AI classifier, which is critical to optimise resource allocation.  We, therefore, propose a new probabilistic modelling approach inspired by the mixture-of-experts, where the Expectation - Maximisation algorithm is leverage to address the issue of missing expert's annotations. Furthermore, we introduce a constraint, which can be solved efficiently during the E-step, to control the workload distribution among human experts and the AI classifier. Empirical evaluation on synthetic and real-world datasets shows that our proposed probabilistic approach performs competitively, or surpasses previously proposed methods assessed on the same benchmarks.""}",https://openreview.net{'value': '/pdf/99251b4c1b2103aacee1810cfa93c62d3a96a120.pdf'},{'abstract_filter': 'Synthetic'},ICLR.cc,2025,Conference
https://openreview.net/forum?id=zZ8fgXHkXi,{'value': 'h4rm3l: A Language for Composable Jailbreak Attack Synthesis'},Moussa Koulako Bala Doumbouya; Ananjan Nandi; Gabriel Poesia; Davide Ghilardi; Anna Goldie; Federico Bianchi; Dan Jurafsky; Christopher D Manning,~Moussa_Koulako_Bala_Doumbouya1; ~Ananjan_Nandi1; ~Gabriel_Poesia1; ~Davide_Ghilardi2; ~Anna_Goldie1; ~Federico_Bianchi1; ~Dan_Jurafsky1; ~Christopher_D_Manning1,"{'value': ['LLM safety', 'program synthesis', 'compositional modeling', 'jailbreak attacks', 'red-teaming', 'domain-specific languages', 'string transformations', 'AI safety research', 'black-box optimization', 'automated benchmarking']}","{'value': ""Despite their demonstrated valuable capabilities, state-of-the-art (SOTA) widely deployed large language models (LLMs) still have the potential to cause harm to society due to the ineffectiveness of their safety filters, which can be bypassed by prompt transformations called jailbreak attacks. Current approaches to LLM safety assessment, which employ datasets of templated prompts and benchmarking pipelines, fail to cover sufficiently large and diverse sets of jailbreak attacks, leading to the widespread deployment of unsafe LLMs. Recent research showed that novel jailbreak attacks could be derived by composition; however, a formal composable representation for jailbreak attacks, which, among other benefits, could enable the exploration of a large compositional space of jailbreak attacks through program synthesis methods, has not been previously proposed. We introduce h4rm3l, a novel approach that addresses this gap with a human-readable domain-specific language (DSL). Our framework comprises: (1) The h4rm3l DSL, which formally expresses jailbreak attacks as compositions of parameterized string transformation primitives. (2) A synthesizer with bandit algorithms that efficiently generates jailbreak attacks optimized for a target black box LLM. (3) The h4rm3l red-teaming software toolkit that employs the previous two components and an automated harmful LLM behavior classifier that is strongly aligned with human judgment. We demonstrate h4rm3l's efficacy by synthesizing a dataset of 2656 successful novel jailbreak attacks targeting 6 SOTA open-source and proprietary LLMs (GPT-3.5, GPT-4o, Claude-3-Sonnet, Claude-3-Haiku, Llama-3-8B, and Llama-3-70B), and by benchmarking those models against a subset of these synthesized attacks. Our results show that h4rm3l's synthesized attacks are diverse and more successful than existing jailbreak attacks in literature, with success rates exceeding 90% on SOTA LLMs. Warning: This paper and related research artifacts contain offensive and potentially disturbing prompts and model-generated content.""}",https://openreview.net{'value': '/pdf/f01d1902ffd58add3194362047413eaa9df0e1e1.pdf'},{'title_filter': 'Data Synthesis'},ICLR.cc,2025,Conference
https://openreview.net/forum?id=zPHra4V5Mc,{'value': 'Feature Averaging: An Implicit Bias of Gradient Descent Leading to Non-Robustness in Neural Networks'},Binghui Li; Zhixuan Pan; Kaifeng Lyu; Jian Li,~Binghui_Li1; ~Zhixuan_Pan1; ~Kaifeng_Lyu2; ~Jian_Li2,"{'value': ['deep learning theory', 'feature learning', 'adversarial robustness', 'implicit bias']}","{'value': 'In this work, we investigate a particular implicit bias in gradient descent training, which we term “Feature Averaging,” and argue that it is one of the principal factors contributing to the non-robustness of deep neural networks. We show that, even when multiple discriminative features are present in the input data, neural networks trained by gradient descent tend to rely on an average (or a certain combination) of these features for classification, rather than distinguishing and leveraging each feature individually. Specifically, we provide a detailed theoretical analysis of the training dynamics of two-layer ReLU networks on a binary classification task, where the data distribution consists of multiple clusters with mutually orthogonal centers. We rigorously prove that gradient descent biases the network towards feature averaging, where the weights of each hidden neuron represent an average of the cluster centers (each corresponding to a distinct feature), thereby making the network vulnerable to input perturbations aligned with the negative direction of the averaged features. On the positive side, we demonstrate that this vulnerability can be mitigated through more granular supervision. In particular, we prove that a two-layer ReLU network can achieve optimal robustness when trained to classify individual features rather than merely the original binary classes. Finally, we validate our theoretical findings with experiments on synthetic datasets, MNIST, and CIFAR-10, and confirm the prevalence of feature averaging and its impact on adversarial robustness. We hope these theoretical and empirical insights deepen the understanding of how gradient descent shapes feature learning and adversarial robustness, and how more detailed supervision can enhance robustness.'}",https://openreview.net{'value': '/pdf/1078c3147df3f48a6837f1125c459222f2796511.pdf'},{'abstract_filter': 'Synthetic'},ICLR.cc,2025,Conference
https://openreview.net/forum?id=zG459X3Xge,{'value': 'VisRAG: Vision-based Retrieval-augmented Generation on Multi-modality Documents'},Shi Yu; Chaoyue Tang; Bokai Xu; Junbo Cui; Junhao Ran; Yukun Yan; Zhenghao Liu; Shuo Wang; Xu Han; Zhiyuan Liu; Maosong Sun,~Shi_Yu2; ~Chaoyue_Tang3; ~Bokai_Xu1; ~Junbo_Cui1; ~Junhao_Ran1; ~Yukun_Yan2; ~Zhenghao_Liu2; ~Shuo_Wang13; ~Xu_Han2; ~Zhiyuan_Liu1; ~Maosong_Sun1,"{'value': ['Retrieval-augmented Generation', 'Vision-language Models']}","{'value': 'Retrieval-augmented generation (RAG) is an effective technique that enables large language models (LLMs) to utilize external knowledge sources for generation.  However, current RAG systems are solely based on text, rendering it impossible to utilize vision information like layout and images that play crucial roles in real-world multi-modality documents.  In this paper, we introduce VisRAG, which tackles this issue by establishing a vision-language model (VLM)-based RAG pipeline.  In this pipeline, instead of first parsing the document to obtain text, the document is directly embedded using a VLM as an image and then retrieved to enhance the generation of a VLM. Compared to traditional text-based RAG, VisRAG maximizes the retention and utilization of the data information in the original documents, eliminating the information loss introduced during the parsing process. We collect both open-source and synthetic data to train the retriever in VisRAG and explore a variety of generation methods. Experiments demonstrate that VisRAG outperforms traditional RAG in both the retrieval and generation stages, achieving a 20–40% end-to-end performance gain over traditional text-based RAG pipeline. Further analysis reveals that VisRAG is efficient in utilizing training data and demonstrates strong generalization capability, positioning it as a promising solution for RAG on multi-modality documents. Our code and data are available at https://github.com/openbmb/visrag.'}",https://openreview.net{'value': '/pdf/b13eed287ec8fb31700414fded06f07db85891cd.pdf'},{'abstract_filter': 'Synthetic'},ICLR.cc,2025,Conference
https://openreview.net/forum?id=zCxGCdzreM,{'value': 'Kinetix: Investigating the Training of General Agents through Open-Ended Physics-Based Control Tasks'},Michael Matthews; Michael Beukman; Chris Lu; Jakob Nicolaus Foerster,~Michael_Matthews4; ~Michael_Beukman1; ~Chris_Lu1; ~Jakob_Nicolaus_Foerster1,"{'value': ['reinforcement learning', 'open-endedness', 'unsupervised environment design', 'automatic curriculum learning', 'benchmark']}","{'value': 'While large models trained with self-supervised learning on offline datasets have shown remarkable capabilities in text and image domains, achieving the same generalisation for agents that act in sequential decision problems remains an open challenge.\nIn this work, we take a step towards this goal by procedurally generating tens of millions of 2D physics-based tasks and using these to train a general reinforcement learning (RL) agent for physical control.\nTo this end, we introduce Kinetix: an open-ended space of physics-based RL environments that can represent tasks ranging from robotic locomotion and grasping to video games and classic RL environments, all within a unified framework.\nKinetix makes use of our novel hardware-accelerated physics engine Jax2D that allows us to cheaply simulate billions of environment steps during training.\nOur trained agent exhibits strong physical reasoning capabilities in 2D space, being able to zero-shot solve unseen human-designed environments.  Furthermore, fine-tuning this general agent on tasks of interest shows significantly stronger performance than training an RL agent *tabula rasa*.  This includes solving some environments that standard RL training completely fails at.\nWe believe this demonstrates the feasibility of large scale, mixed-quality pre-training for online RL and we hope that Kinetix will serve as a useful framework to investigate this further.'}",https://openreview.net{'value': '/pdf/1c9333bd485fcf46a3c7b3a1420dd36b55476d63.pdf'},{'title_filter': 'Agent'},ICLR.cc,2025,Conference
https://openreview.net/forum?id=zBbZ2vdLzH,{'value': 'Joint Graph Rewiring and Feature Denoising via Spectral Resonance'},Jonas Linkerhägner; Cheng Shi; Ivan Dokmanić,~Jonas_Linkerhägner1; ~Cheng_Shi2; ~Ivan_Dokmanić1,"{'value': ['GNNs', 'Rewiring', 'Denoising', 'Spectral Resonance', 'cSBM']}","{'value': 'When learning from graph data, the graph and the node features both give noisy information about the node labels. In this paper we propose an algorithm to **j**ointly **d**enoise the features and **r**ewire the graph (JDR), which improves the performance of downstream node classification graph neural nets (GNNs). JDR works by aligning the leading spectral spaces of graph and feature matrices. It approximately solves the associated non-convex optimization problem in a way that handles graphs with multiple classes and different levels of homophily or heterophily. We theoretically justify JDR in a stylized setting and show that it consistently outperforms existing rewiring methods on a wide range of synthetic and real-world node classification tasks.'}",https://openreview.net{'value': '/pdf/3c176b0311a7336f62db1732263753a3c128620a.pdf'},{'abstract_filter': 'Synthetic'},ICLR.cc,2025,Conference
https://openreview.net/forum?id=z8sxoCYgmd,{'value': 'LOKI: A Comprehensive Synthetic Data Detection Benchmark using Large Multimodal Models'},Junyan Ye; Baichuan Zhou; Zilong Huang; Junan Zhang; Tianyi Bai; Hengrui Kang; Jun He; Honglin Lin; Zihao Wang; Tong Wu; Zhizheng Wu; Yiping Chen; Dahua Lin; Conghui He; Weijia Li,~Junyan_Ye1; ~Baichuan_Zhou1; ~Zilong_Huang2; ~Junan_Zhang1; ~Tianyi_Bai1; ~Hengrui_Kang1; ~Jun_He7; ~Honglin_Lin2; ~Zihao_Wang37; ~Tong_Wu2; ~Zhizheng_Wu1; ~Yiping_Chen2; ~Dahua_Lin1; ~Conghui_He2; ~Weijia_Li2,{'value': ['LMMs；Deepfake；Multimodality']},"{'value': 'With the rapid development of AI-generated content, the future internet may be inundated with synthetic data, making the discrimination of authentic and credible multimodal data increasingly challenging. Synthetic data detection has thus garnered widespread attention, and the performance of large multimodal models (LMMs) in this task has attracted significant interest. LMMs can provide natural language explanations for their authenticity judgments, enhancing the explainability of synthetic content detection. Simultaneously, the task of distinguishing between real and synthetic data effectively tests the perception, knowledge, and reasoning capabilities of LMMs. In response, we introduce LOKI, a novel benchmark designed to evaluate the ability of LMMs to detect synthetic data across multiple modalities. LOKI encompasses video, image, 3D, text, and audio modalities, comprising 18K carefully curated questions across 26 subcategories with clear difficulty levels. The benchmark includes coarse-grained judgment and multiple-choice questions, as well as fine-grained anomaly selection and explanation tasks, allowing for a comprehensive analysis of LMMs. We evaluated 22 open-source LMMs and 6 closed-source models on LOKI, highlighting their potential as synthetic data detectors and also revealing some limitations in the development of LMM capabilities. More information about LOKI can be found at https://opendatalab.github.io/LOKI/.'}",https://openreview.net{'value': '/pdf/8ae883002829df5dc25bec06f6db2386768d37f9.pdf'},{'title_filter': 'Synthetic'},ICLR.cc,2025,Conference
https://openreview.net/forum?id=z5uVAKwmjf,{'value': 'AFlow: Automating Agentic Workflow Generation'},Jiayi Zhang; Jinyu Xiang; Zhaoyang Yu; Fengwei Teng; Xiong-Hui Chen; Jiaqi Chen; Mingchen Zhuge; Xin Cheng; Sirui Hong; Jinlin Wang; Bingnan Zheng; Bang Liu; Yuyu Luo; Chenglin Wu,~Jiayi_Zhang7; ~Jinyu_Xiang1; ~Zhaoyang_Yu4; ~Fengwei_Teng1; ~Xiong-Hui_Chen1; ~Jiaqi_Chen3; ~Mingchen_Zhuge2; ~Xin_Cheng6; ~Sirui_Hong1; ~Jinlin_Wang1; ~Bingnan_Zheng1; ~Bang_Liu1; ~Yuyu_Luo1; ~Chenglin_Wu2,{'value': ['LLM Agent; Prompt Optimization; Workflow Generation']},"{'value': ""Large language models (LLMs) have demonstrated remarkable potential in solving complex tasks across diverse domains, typically by employing agentic workflows that follow detailed instructions and operational sequences. However, constructing these workflows requires significant human effort, limiting scalability and generalizability. Recent research has sought to automate the generation and optimization of these workflows, but existing methods still rely on initial manual setup and fall short of achieving fully automated and effective workflow generation. To address this challenge, we reformulate workflow optimization as a search problem over code-represented workflows, where LLM-invoking nodes are connected by edges. We introduce AFLOW, an automated framework that efficiently explores this space using Monte Carlo Tree Search, iteratively refining workflows through code modification, tree-structured experience, and execution feedback. Empirical evaluations across six benchmark datasets demonstrate AFLOW's efficacy, yielding a 5.7% average improvement over state-of-the-art baselines. Furthermore, AFLOW enables smaller models to outperform GPT-4o on specific tasks at 4.55% of its inference cost in dollars. The code is available at https://github.com/FoundationAgents/AFlow.""}",https://openreview.net{'value': '/pdf/f74f4704961076008514f7af306d3a5e0a8fc87f.pdf'},{'title_filter': 'Agent'},ICLR.cc,2025,Conference
