forum,title,authors,authorids,keywords,abstract,pdf,match,venue,year,type
https://openreview.net/forum?id=zfHCKDzzC8,{'value': 'Temporal Causal Mediation through a Point Process: Direct and Indirect Effects of Healthcare Interventions'},Çağlar Hızlı; S. T. John; Anne Tuulikki Juuti; Tuure Tapani Saarinen; Kirsi Hannele Pietiläinen; Pekka Marttinen,~Çağlar_Hızlı1; ~S._T._John1; ~Anne_Tuulikki_Juuti1; ~Tuure_Tapani_Saarinen1; ~Kirsi_Hannele_Pietiläinen1; ~Pekka_Marttinen1,"{'value': ['Machine learning for healthcare', 'Causal mediation', 'Gaussian process', 'Point Process']}","{'value': 'Deciding on an appropriate intervention requires a causal model of a treatment, the outcome, and potential mediators. Causal mediation analysis lets us distinguish between direct and indirect effects of the intervention, but has mostly been studied in a static setting. In healthcare, data come in the form of complex, irregularly sampled time-series, with dynamic interdependencies between a treatment, outcomes, and mediators across time. Existing approaches to dynamic causal mediation analysis are limited to regular measurement intervals, simple parametric models, and disregard long-range mediator--outcome interactions. To address these limitations, we propose a non-parametric mediator--outcome model where the mediator is assumed to be a temporal point process that interacts with the outcome process. With this model, we estimate the direct and indirect effects of an external intervention on the outcome, showing how each of these affects the whole future trajectory. We demonstrate on semi-synthetic data that our method can accurately estimate direct and indirect effects. On real-world healthcare data, our model infers clinically  meaningful direct and indirect effect trajectories for blood glucose after a surgery.'}",https://openreview.net{'value': '/pdf/7e09e1cae897c85d00abebac0e52fd9c4ee38c16.pdf'},{'abstract_filter': 'Synthetic'},NeurIPS.cc,2023,Conference
https://openreview.net/forum?id=zTSlm4nmlH,{'value': 'Beta Diffusion'},Mingyuan Zhou; Tianqi Chen; Zhendong Wang; Huangjie Zheng,~Mingyuan_Zhou1; ~Tianqi_Chen2; ~Zhendong_Wang1; ~Huangjie_Zheng1,"{'value': ['Diffusion models', 'KL-divergence upper bounds', 'multiplicative transitions', 'scaled and shifted beta distributions']}","{'value': 'We introduce beta diffusion, a novel generative modeling method that integrates demasking and denoising to generate data within bounded ranges. Using scaled and shifted beta distributions, beta diffusion utilizes multiplicative transitions over time to create both forward and reverse diffusion processes, maintaining beta distributions in both the forward marginals and the reverse conditionals, given the data at any point in time. Unlike traditional diffusion-based generative models relying on additive Gaussian noise and reweighted evidence lower bounds (ELBOs), beta diffusion is multiplicative and optimized with KL-divergence upper bounds (KLUBs) derived from the convexity of the KL divergence. We demonstrate that the proposed KLUBs are more effective for optimizing beta diffusion compared to negative ELBOs, which can also be derived as the KLUBs of the same KL divergence with its two arguments swapped. The loss function of beta diffusion, expressed in terms of Bregman divergence, further supports the efficacy of KLUBs for optimization. Experimental results on both synthetic data and natural images demonstrate the unique capabilities of beta diffusion in generative modeling of range-bounded data and validate the effectiveness of KLUBs in optimizing diffusion models, thereby making them valuable additions to the family of diffusion-based generative models and the optimization techniques used to train them.'}",https://openreview.net{'value': '/pdf/d4b29b4b0595a2c7b5a6d76a12d631ccec860487.pdf'},{'abstract_filter': 'Synthetic'},NeurIPS.cc,2023,Conference
https://openreview.net/forum?id=z3HACY5CMa,{'value': 'Joint Learning of Label and Environment Causal Independence for Graph Out-of-Distribution Generalization'},Shurui Gui; Meng Liu; Xiner Li; Youzhi Luo; Shuiwang Ji,~Shurui_Gui1; ~Meng_Liu3; ~Xiner_Li1; ~Youzhi_Luo1; ~Shuiwang_Ji1,"{'value': ['deep learning', 'graph neural network', 'out-of-distribution generalization', 'distribution shift']}","{'value': 'We tackle the problem of graph out-of-distribution (OOD) generalization. Existing graph OOD algorithms either rely on restricted assumptions or fail to exploit environment information in training data. In this work, we propose to simultaneously incorporate label and environment causal independence (LECI) to fully make use of label and environment information, thereby addressing the challenges faced by prior methods on identifying causal and invariant subgraphs. We further develop an adversarial training strategy to jointly optimize these two properties for casual subgraph discovery with theoretical guarantees. Extensive experiments and analysis show that LECI significantly outperforms prior methods on both synthetic and real-world datasets, establishing LECI as a practical and effective solution for graph OOD generalization.'}",https://openreview.net{'value': '/pdf/739501273cf8778ff3b32363ed12844b23b6fa7f.pdf'},{'abstract_filter': 'Synthetic'},NeurIPS.cc,2023,Conference
https://openreview.net/forum?id=ykvvv0gc4R,{'value': 'Deep Momentum Multi-Marginal Schrödinger Bridge'},Tianrong Chen; Guan-Horng Liu; Molei Tao; Evangelos Theodorou,~Tianrong_Chen1; ~Guan-Horng_Liu1; ~Molei_Tao1; ~Evangelos_Theodorou1,"{'value': ['Schrödinger Bridge', 'Trajectory Inference', 'Optimal Transport']}","{'value': 'It is a crucial challenge to reconstruct population dynamics using unlabeled samples from distributions at coarse time intervals. Recent approaches such as flow-based models or Schrödinger Bridge (SB) models have demonstrated appealing performance, yet the inferred sample trajectories either fail to account for the underlying stochasticity or are unnecessarily rigid. In this article, we extend SB into phase space and propose $\\underline{D}$eep $\\underline{M}$omentum Multi-Marginal $\\underline{S}$chrödinger $\\underline{B}$ridge (DMSB), a novel computational framework that learns the smooth measure-valued spline for stochastic systems that satisfy position marginal constraints across time. By tailoring the celebrated Bregman Iteration and extending the Iteration Proportional Fitting to phase space, we manage to handle high-dimensional multi-marginal trajectory inference tasks efficiently. Our algorithm outperforms baselines significantly, as evidenced by experiments for synthetic datasets and a real-world single-cell RNA sequence dataset. Additionally, the proposed approach can reasonably reconstruct the evolution of velocity distribution, from position snapshots only, when there is a ground truth velocity that is nevertheless inaccessible.'}",https://openreview.net{'value': '/pdf/59558d952f4964c1facdd4fb8983abae319685e1.pdf'},{'abstract_filter': 'Synthetic'},NeurIPS.cc,2023,Conference
https://openreview.net/forum?id=ykMdzevPkJ,{'value': 'DiffTraj: Generating GPS Trajectory with Diffusion Probabilistic Model'},Yuanshao Zhu; Yongchao Ye; Shiyao Zhang; Xiangyu Zhao; James Yu,~Yuanshao_Zhu1; ~Yongchao_Ye1; zhangsy@sustech.edu.cn; ~Xiangyu_Zhao1; ~James_Yu1,"{'value': ['Trajectory Generation', 'Diffusion Model', 'Urban Computing', 'Spatial-temporal Data Mining']}","{'value': 'Pervasive integration of GPS-enabled devices and data acquisition technologies has led to an exponential increase in GPS trajectory data, fostering advancements in spatial-temporal data mining research. Nonetheless, GPS trajectories contain personal geolocation information, rendering serious privacy concerns when working with raw data. A promising approach to address this issue is trajectory generation, which involves replacing original data with generated, privacy-free alternatives. Despite the potential of trajectory generation, the complex nature of human behavior and its inherent stochastic characteristics pose challenges in generating high-quality trajectories. \nIn this work, we propose a spatial-temporal diffusion probabilistic model for trajectory generation (DiffTraj). This model effectively combines the generative abilities of diffusion models with the spatial-temporal features derived from real trajectories. The core idea is to reconstruct and synthesize geographic trajectories from white noise through a reverse trajectory denoising process. Furthermore, we propose a Trajectory UNet (Traj-UNet) deep neural network to embed conditional information and accurately estimate noise levels during the reverse process. Experiments on two real-world datasets show that DiffTraj can be intuitively applied to generate high-fidelity trajectories while retaining the original distributions. Moreover, the generated results can support downstream trajectory analysis tasks and significantly outperform other methods in terms of geo-distribution evaluations.'}",https://openreview.net{'value': '/pdf/f555cd65ef52c9b59703f6cfab7da2af81080ddb.pdf'},{'title_filter': 'Trajectory'},NeurIPS.cc,2023,Conference
https://openreview.net/forum?id=yjWVd8Fhqt,{'value': 'OBJECT 3DIT: Language-guided 3D-aware Image Editing'},Oscar Michel; Anand Bhattad; Eli VanderBilt; Ranjay Krishna; Aniruddha Kembhavi; Tanmay Gupta,~Oscar_Michel1; ~Anand_Bhattad1; ~Eli_VanderBilt1; ~Ranjay_Krishna1; ~Aniruddha_Kembhavi1; ~Tanmay_Gupta1,"{'value': ['computer vision', 'image editing', 'generative modeling', 'diffusion models', '3D']}","{'value': 'Existing image editing tools, while powerful, typically disregard the underlying 3D geometry from which the image is projected. As a result, edits made using these tools may become detached from the geometry and lighting conditions that are at the foundation of the image formation process; such edits break the portrayal of a coherent 3D world. 3D-aware generative models are a promising solution, but currently only succeed on small datasets or at the level of a single object. In this work, we formulate the new task of language-guided 3D-aware editing, where objects in an image should be edited according to a language instruction while remaining consistent with the underlying 3D scene. To promote progress towards this goal, we release OBJect: a benchmark dataset of 400K editing examples created from procedurally generated 3D scenes. Each example consists of an input image, editing instruction in language, and the edited image. We also introduce 3DIT: single and multi-task models for four editing tasks. Our models show impressive abilities to understand the 3D composition of entire scenes, factoring in surrounding objects, surfaces, lighting conditions, shadows, and physically-plausible object configurations. Surprisingly, training on only synthetic scenes from \\dataset, editing capabilities of 3DIT generalize to real-world images.'}",https://openreview.net{'value': '/pdf/b286d9e4631400ea90d5604eaa4a0248245cbf95.pdf'},{'abstract_filter': 'Synthetic'},NeurIPS.cc,2023,Conference
https://openreview.net/forum?id=yaJ4vZPnHX,{'value': 'Complexity of Derivative-Free Policy Optimization for Structured $\\mathcal{H}_\\infty$ Control'},Xingang Guo; Darioush Keivan; Geir Dullerud; Peter Seiler; Bin Hu,~Xingang_Guo1; ~Darioush_Keivan1; ~Geir_Dullerud1; ~Peter_Seiler1; ~Bin_Hu2,"{'value': ['Structured $\\mathcal{H}_\\infty$ Control', 'Nonsmooth Optimization', 'Complexity Analysis']}","{'value': 'The applications of direct policy search in reinforcement learning and continuous control have received increasing attention.\nIn this work, we present novel theoretical results on the complexity of derivative-free policy optimization on an important class of robust control tasks, namely the structured $H_\\infty$ synthesis with static output feedback. \nOptimal $H_\\infty$ synthesis under structural constraints leads to a constrained nonconvex nonsmooth problem and is typically\naddressed using subgradient-based policy search techniques that are built upon the concept of Goldstein subdifferential or other notions of enlarged subdifferential.  In this paper, we study the complexity of finding $(\\delta,\\epsilon)$-stationary points for such nonsmooth robust control design tasks using policy optimization methods which can only access the zeroth-order oracle (i.e. the $H_\\infty$ norm of the closed-loop system). First, we study the exact oracle setting and identify the coerciveness of the cost function to prove high-probability feasibility/complexity bounds for derivative-free policy optimization on this problem. Next, we derive a sample complexity result for the multi-input multi-output (MIMO)  $H_\\infty$-norm estimation. We combine this with our analysis to obtain the first sample complexity of model-free, trajectory-based, zeroth-order policy optimization on finding $(\\delta,\\epsilon)$-stationary points for structured $H_\\infty$ control. \nNumerical results are also provided to demonstrate our theory.'}",https://openreview.net{'value': '/pdf/f97f75e682742bda98fe92ae84f4229f89e88d8a.pdf'},{'abstract_filter': 'Trajectory'},NeurIPS.cc,2023,Conference
https://openreview.net/forum?id=yVMlYSL1Bp,{'value': 'Diverse Shape Completion via Style Modulated Generative Adversarial Networks'},Wesley Khademi; Li Fuxin,~Wesley_Khademi1; ~Li_Fuxin1,"{'value': ['multimodal shape completion', 'point cloud completion', '3d shape generation', 'generative modeling', 'generative adversarial networks']}","{'value': 'Shape completion aims to recover the full 3D geometry of an object from a partial observation. This problem is inherently multi-modal since there can be many ways to plausibly complete the missing regions of a shape. Such diversity would be indicative of the underlying uncertainty of the shape and could be preferable for downstream tasks such as planning. In this paper, we propose a novel conditional generative adversarial network that can produce many diverse plausible completions of a partially observed point cloud. To enable our network to produce multiple completions for the same partial input, we introduce stochasticity into our network via style modulation. By extracting style codes from complete shapes during training, and learning a distribution over them, our style codes can explicitly carry shape category information leading to better completions. We further introduce diversity penalties and discriminators at multiple scales to prevent conditional mode collapse and to train without the need for multiple ground truth completions for each partial input. Evaluations across several synthetic and real datasets demonstrate that our method achieves significant improvements in respecting the partial observations while obtaining greater diversity in completions.'}",https://openreview.net{'value': '/pdf/f49032cc72d8735a4a08beb86cdce4932d3f2ab7.pdf'},{'abstract_filter': 'Synthetic'},NeurIPS.cc,2023,Conference
https://openreview.net/forum?id=yN6NHZOXkg,{'value': 'Generalized Information-theoretic Multi-view Clustering'},Weitian Huang; Sirui Yang; Hongmin Cai,~Weitian_Huang1; ~Sirui_Yang1; ~Hongmin_Cai1,"{'value': ['information bottleneck', 'multi-view clustering', 'variational autoencoders']}","{'value': ""In an era of more diverse data modalities, multi-view clustering has become a fundamental tool for comprehensive data analysis and exploration. However, existing multi-view unsupervised learning methods often rely on strict assumptions on semantic consistency among samples. In this paper, we reformulate the multi-view clustering problem from an information-theoretic perspective and propose a general theoretical model. In particular, we define three desiderata under multi-view unsupervised learning in terms of mutual information, namely, comprehensiveness, concentration, and cross-diversity. The multi-view variational lower bound is then obtained by approximating the samples' high-dimensional mutual information. The Kullback–Leibler divergence is utilized to deduce sample assignments. Ultimately the information-based multi-view clustering model leverages deep neural networks and Stochastic Gradient Variational Bayes to achieve representation learning and clustering simultaneously. Extensive experiments on both synthetic and real datasets with wide types demonstrate that the proposed method exhibits a more stable and superior clustering performance than state-of-the-art algorithms.""}",https://openreview.net{'value': '/pdf/b58cdae08385db145c1d82f7d13788da501e82ab.pdf'},{'abstract_filter': 'Synthetic'},NeurIPS.cc,2023,Conference
https://openreview.net/forum?id=yIcCkMUCtL,{'value': 'Towards a Unified Analysis of Kernel-based Methods Under Covariate Shift'},Xingdong Feng; Xin HE; Caixing Wang; Chao Wang; Jingnan Zhang,~Xingdong_Feng1; ~Xin_HE7; ~Caixing_Wang1; ~Chao_Wang39; ~Jingnan_Zhang1,"{'value': ['kernel methods', 'covariate shift', 'reproducing kernel Hilbert space (RKHS)']}","{'value': 'Covariate shift occurs prevalently in practice, where the input distributions of the source and target data are substantially different. Despite its practical importance in various learning problems, most of the existing methods only focus on some specific learning tasks and are not well validated theoretically and numerically. To tackle this problem, we propose a unified analysis of general nonparametric methods in a reproducing kernel Hilbert space (RKHS) under covariate shift.  Our theoretical results are established for a general loss belonging to a rich loss function family, which includes many commonly used methods as special cases, such as mean regression, quantile regression, likelihood-based classification, and margin-based classification. Two types of covariate shift problems are the focus of this paper and the sharp convergence rates are established for a general loss function to provide a unified theoretical analysis, which concurs with the optimal results in literature where the squared loss is used. Extensive numerical studies on synthetic and real examples confirm our theoretical findings and further illustrate the effectiveness of our proposed method.'}",https://openreview.net{'value': '/pdf/456e7e6bb36b1d4f84f11df855bcf424e2f1bfa1.pdf'},{'abstract_filter': 'Synthetic'},NeurIPS.cc,2023,Conference
